"ID";"LibraryName";"AdmArea";"District";"Address";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Latitude_WGS84";"Longitude_WGS84";"global_id";"geodata_center";"geoarea";
"94";"ГБУК города Москвы «Дом Гоголя» Выставочный зал";"Центральный административный округ";"район Арбат";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Никитский бульвар, дом 7";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.753681";"37.599822";"880036143";"";"";
"95";"ГБУК города Москвы «Дом Гоголя» Библиотека и музей";"Центральный административный округ";"район Арбат";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Никитский бульвар, дом 7А";"15";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.754142";"37.599822";"880036145";"";"";
"96";"ГБУК города Москвы «Библиотека искусств имени Алексея Петровича Боголюбова» Отдел «Детская библиотека»";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Новослободская улица, дом 49/2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.786510";"37.593480";"880036146";"";"";
"1";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №7 имени Антуана де Сент Экзюпери";"Центральный административный округ";"Красносельский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, 2-й Красносельский переулок, дом 2";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.782253";"37.665093";"880036147";"";"";
"97";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №74";"Восточный административный округ";"район Богородское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, Ивантеевская улица, дом 4, корпус 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.819489";"37.716127";"880036148";"";"";
"98";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №74";"Восточный административный округ";"район Богородское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, Краснобогатырская улица, дом 75, корпус 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.808801";"37.707305";"880036149";"";"";
"99";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №99";"Восточный административный округ";"район Сокольники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Короленко, дом 2/23, корпус 4";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.797382";"37.687650";"880036151";"";"";
"100";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №81";"Восточный административный округ";"район Северное Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Измайлово, Сиреневый бульвар, дом 73, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.803626";"37.827886";"880036152";"";"";
"101";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №87";"Восточный административный округ";"район Соколиная Гора";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, 5-я улица Соколиной Горы, дом 19, корпус 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.764146";"37.737192";"880036157";"";"";
"102";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №94";"Восточный административный округ";"район Перово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, улица Аносова, дом 3, корпус 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.743350";"37.755006";"880036158";"";"";
"103";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №98";"Восточный административный округ";"район Новогиреево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новогиреево, Зелёный проспект, дом 87, корпус 1";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.751315";"37.823691";"880036159";"";"";
"104";"ГБУК города Москвы «ОКЦ ЗАО» Библиотека №201";"Западный административный округ";"район Кунцево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Обводное шоссе, дом 6";"12";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.784238";"37.357312";"880036160";"";"";
"105";"ГБУК города Москвы «ОКЦ ЗАО» Библиотека №213 имени Леси Украинки";"Западный административный округ";"район Филёвский Парк";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Филевский Парк, Филёвский бульвар, дом 7, корпус 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.765215";"37.488619";"880036161";"";"";
"74";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №161";"Южный административный округ";"Донской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, Загородное шоссе, дом 9, корпус 1";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.692896";"37.607359";"880038338";"";"";
"23";"ГБУК города Москвы «ОКЦ ЗАО» Библиотека №218";"Западный административный округ";"район Очаково-Матвеевское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Нежинская улица, дом 13";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.706431";"37.470976";"880038340";"";"";
"38";"ГБУК города Москвы «ОКЦ СЗАО» Библиотека №231 имени Николая Алексеевича Островского";"Северо-Западный административный округ";"район Южное Тушино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, улица Свободы, дом 45, строение 1";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.846234";"37.453199";"880038346";"";"";
"40";"ГБУК города Москвы «ОКЦ ЗАО» Библиотека №215";"Западный административный округ";"район Проспект Вернадского";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Проспект Вернадского, улица Удальцова, дом 26, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.681052";"37.494818";"880038347";"";"";
"201";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №85";"Восточный административный округ";"район Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 3-я Парковая улица, дом 35";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.796613";"37.781650";"894788624";"";"";
"202";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №73 Культурный центр академика Дмитрия Сергеевича Лихачева";"Восточный административный округ";"район Гольяново";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Амурская улица, дом 31";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.814184";"37.796238";"894788638";"";"";
"203";"ГБУК города Москвы «ОКЦ САО» Библиотека №37";"Северный административный округ";"район Восточное Дегунино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Дегунино, Дубнинская улица, дом 16, корпус 1";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.868829";"37.562919";"894788649";"";"";
"204";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №56";"Северо-Восточный административный округ";"район Отрадное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Отрадное, улица Римского-Корсакова, дом 16";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.873976";"37.606568";"894788663";"";"";
"205";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №48";"Северо-Восточный административный округ";"Алексеевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, Новоалексеевская улица, дом 1";"12";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.806828";"37.638889";"894788674";"";"";
"206";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №167";"Южный административный округ";"район Москворечье-Сабурово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Москворечье-Сабурово, Каширское шоссе, дом 53, корпус 6";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.639842";"37.694271";"894788686";"";"";
"207";"ГБУК города Москвы «ОКЦ ЮАО» Детская библиотека №145";"Южный административный округ";"район Зябликово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зябликово, улица Мусы Джалиля, дом 34, корпус 4";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.617241";"37.737488";"894788698";"";"";
"208";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №150";"Южный административный округ";"район Братеево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Братеево, улица Борисовские Пруды, дом 10, корпус 5";"14";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.633597";"37.741190";"894788705";"";"";
"209";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №124";"Юго-Восточный административный округ";"Южнопортовый район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, Велозаводская улица, дом 11/1";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.711077";"37.667303";"894788714";"";"";
"137";"ГБУК города Москвы «ОКЦ ЗАО» Детская библиотека №207 имени Бианки";"Западный административный округ";"район Фили-Давыдково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Фили-Давыдково, Большая Филёвская улица, дом 43";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.740902";"37.474390";"894811590";"";"";
"138";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №88";"Восточный административный округ";"район Восточное Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Сиреневый бульвар, дом 64/31";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.802674";"37.829467";"894811591";"";"";
"129";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №10";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Красногвардейский бульвар, дом 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.757997";"37.542653";"894811592";"";"";
"139";"ГБУК города Москвы «ОКЦ СЗАО» Библиотека №243";"Северо-Западный административный округ";"район Щукино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Академика Бочвара, дом 2";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.807233";"37.462011";"894811593";"";"";
"130";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №11 имени Давыдова";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Мукомольный проезд, дом 9, корпус 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.753580";"37.522504";"894811594";"";"";
"140";"ГБУК города Москвы «ОКЦ ЮАО» Детская Библиотека №163";"Южный административный округ";"Даниловский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, 3-й Павловский переулок, дом 14";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.718349";"37.630149";"894811595";"";"";
"131";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №13 имени Николая Гавриловича Чернышевского";"Центральный административный округ";"район Замоскворечье";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Замоскворечье, Космодамианская набережная, дом 4/22, корпус В";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.745063";"37.638835";"894811596";"";"";
"141";"ГБУК города Москвы «Библиотека читальня имени Пушкина»";"Центральный административный округ";"Басманный район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Чаплыгина, дом 8, строение 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.763356";"37.646795";"894811597";"";"";
"162";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №146";"Южный административный округ";"район Орехово-Борисово Северное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Северное, улица Генерала Белова, дом 29, корпус 3";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.614953";"37.722657";"894811598";"";"";
"132";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №16";"Центральный административный округ";"Таганский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Новоспасский переулок, дом 5";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.733624";"37.654448";"894811599";"";"";
"163";"ГБУК города Москвы «ОКЦ ЗАО» Библиотека №217";"Западный административный округ";"район Раменки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, улица Довженко, дом 6";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.721807";"37.513610";"894811600";"";"";
"142";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №77";"Восточный административный округ";"район Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 11-я Парковая улица, дом 21";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.794517";"37.805159";"894811601";"";"";
"133";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №18 имени Василия Андреевича Жуковского";"Центральный административный округ";"Басманный район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, Дурасовский переулок, дом 9";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.754755";"37.651124";"894811602";"";"";
"164";"ГБУК города Москвы «ОКЦ САО» Центральная библиотека №21";"Северный административный округ";"Войковский район";"город Москва, улица Клары Цеткин, дом 11, корпус 1";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.819274";"37.516546";"894811603";"";"";
"143";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №67";"Северо-Восточный административный округ";"Останкинский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Останкинский, Аргуновская улица, дом 14, строение 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.818316";"37.620905";"894811604";"";"";
"134";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №267 имени Крупской";"Центральный административный округ";"Красносельский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Русаковская улица, дом 8";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.781681";"37.673636";"894811605";"";"";
"144";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №1 имени Грибоедова";"Центральный административный округ";"Мещанский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Большая Переяславская улица, дом 15";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.786759";"37.640048";"894811606";"";"";
"135";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №55";"Северо-Восточный административный округ";"район Ростокино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ростокино, Сельскохозяйственная улица, дом 13, корпус 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.835791";"37.640246";"894811607";"";"";
"145";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №61";"Северо-Восточный административный округ";"Бабушкинский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бабушкинский, Верхоянская улица, дом 6, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.858422";"37.669261";"894811608";"";"";
"136";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №142";"Южный административный округ";"район Бирюлёво Восточное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Михневский проезд, дом 8, корпус 2А";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.575831";"37.667797";"894811609";"";"";
"146";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №163";"Южный административный округ";"Даниловский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Даниловская набережная, дом 2, корпус 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.708374";"37.644180";"894811610";"";"";
"147";"ГБУК города Москвы «ОКЦ ЮВАО» Центральная библиотека №106";"Юго-Восточный административный округ";"Рязанский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Рязанский, Зарайская улица, дом 56А";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.727192";"37.774292";"894811611";"";"";
"148";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №162 имени Константина Михайловича Симонова";"Южный административный округ";"район Нагатинский Затон";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, Коломенская улица, дом 9, строение 5";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.680143";"37.704278";"894811612";"";"";
"149";"ГБУК города Москвы «ОКЦ ЗАО» Библиотека №209 имени Алексея Николаевича Толстого";"Западный административный округ";"район Дорогомилово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дорогомилово, Кутузовский проспект, дом 24";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.744526";"37.545267";"894811613";"";"";
"210";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №115";"Юго-Восточный административный округ";"район Кузьминки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, улица Фёдора Полетаева, дом 28";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.708273";"37.783329";"894811614";"";"";
"150";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №166 имени 1 Мая";"Южный административный округ";"Донской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, Ленинский проспект, дом 37А";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.708587";"37.586670";"894811615";"";"";
"211";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №101";"Восточный административный округ";"район Косино-Ухтомский";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Лухмановская улица, дом 17, корпус 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.722788";"37.895499";"894811616";"";"";
"151";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №151";"Южный административный округ";"район Чертаново Северное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Северное, микрорайон Северное Чертаново, дом 2, корпус 207";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.639329";"37.601034";"894811617";"";"";
"165";"ГБУК города Москвы «ОКЦ САО» Детская библиотека №43 Культурный центр Виктора Юзефовича Драгунского";"Северный административный округ";"Хорошёвский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, улица Куусинена, дом 17, корпус 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.785655";"37.511751";"894811618";"";"";
"152";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №50";"Северо-Восточный административный округ";"район Марьина Роща";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьина Роща, Октябрьская улица, дом 103, корпус 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.798546";"37.610889";"894811619";"";"";
"153";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №1 имени Грибоедова";"Центральный административный округ";"Мещанский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, проспект Мира, дом 68";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.786760";"37.635268";"894811620";"";"";
"166";"ГБУК города Москвы «ОКЦ ЮЗАО» Библиотека №188";"Юго-Западный административный округ";"Обручевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, улица Обручева, дом 24";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.657321";"37.518282";"894811621";"";"";
"154";"ГБУК города Москвы «ОКЦ ЮЗАО» Библиотека №180";"Юго-Западный административный округ";"район Коньково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коньково, Профсоюзная улица, дом 92";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.649108";"37.528433";"894811622";"";"";
"167";"ГБУК города Москвы «ОКЦ СЗАО» Библиотека №240";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошево-Мневники, улица Паршина, дом 33";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.788793";"37.455534";"894811623";"";"";
"155";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №111";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Рязанский проспект, дом 95, корпус 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.715297";"37.810072";"894811624";"";"";
"168";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №121";"Юго-Восточный административный округ";"Южнопортовый район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, улица Трофимова, дом 15";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.703155";"37.672792";"894811625";"";"";
"156";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №79 имени Бориса Андреевича Лавренева";"Восточный административный округ";"район Восточное Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточное Измайлово, Средняя Первомайская улица, дом 38/7";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.794730";"37.811869";"894811626";"";"";
"157";"ГБУК города Москвы «ОКЦ САО» Библиотека №23 имени Максима Горького";"Северный административный округ";"Тимирязевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тимирязевский, Тимирязевская улица, дом 17, корпус 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.812408";"37.566728";"894811628";"";"";
"170";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №164 «Просвещение трудящихся»";"Южный административный округ";"Донской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, улица Шаболовка, дом 36";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.717543";"37.608005";"894811629";"";"";
"158";"ГБУК города Москвы «ОКЦ САО» Библиотека №28";"Северный административный округ";"район Сокол";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокол, улица Алабяна, дом 12, корпус 4";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.799957";"37.501735";"894811630";"";"";
"171";"ГБУК города Москвы «ОКЦ ВАО» Центральная библиотека №70 имени Михаила Александровича Шолохова";"Восточный административный округ";"район Преображенское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Преображенское, Халтуринская улица, дом 18";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.804810";"37.726313";"894811632";"";"";
"159";"ГБУК города Москвы «ОКЦ СЗАО» Библиотека №245";"Северо-Западный административный округ";"район Щукино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Щукино, улица Берзарина, дом 6, корпус 1";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.788323";"37.493192";"894811633";"";"";
"172";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №151";"Южный административный округ";"район Чертаново Центральное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Центральное, Чертановская улица, дом 27, корпус 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.616554";"37.598923";"894811634";"";"";
"160";"ГБУК города Москвы «Центральная Городская Деловая Библиотека»";"Северо-Восточный административный округ";"Алексеевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алексеевский, улица Бориса Галушкина, дом 19, корпус 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.822503";"37.661293";"894811635";"";"";
"161";"ГБУК города Москвы «ОКЦ СЗАО» Библиотека №234";"Северо-Западный административный округ";"район Покровское-Стрешнево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Покровское-Стрешнево, улица Габричевского, дом 8";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.815767";"37.459110";"894811636";"";"";
"173";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №159";"Южный административный округ";"район Нагатино-Садовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, Нагатинская улица, дом 11, корпус 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.680194";"37.639312";"894811637";"";"";
"174";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №162 имени Константина Михайловича Симонова";"Южный административный округ";"район Нагатинский Затон";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, Якорная улица, дом 5, корпус 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.686716";"37.686347";"894811638";"";"";
"175";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №165";"Южный административный округ";"район Нагатино-Садовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатино-Садовники, Нагатинская набережная, дом 20, корпус 2";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.681443";"37.655499";"894811639";"";"";
"176";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №125";"Юго-Восточный административный округ";"район Лефортово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Сторожевая улица, дом 22, корпус 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.765595";"37.711536";"894811641";"";"";
"177";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №131";"Юго-Восточный административный округ";"район Марьино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Братиславская улица, дом 26";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.654310";"37.763728";"894811642";"";"";
"178";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №72";"Восточный административный округ";"район Гольяново";"город Москва, Уссурийская улица, дом 9";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.823975";"37.819073";"894811643";"";"";
"179";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №80";"Восточный административный округ";"район Ивановское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, Челябинская улица, дом 24, корпус 3А";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.779241";"37.837327";"894811645";"";"";
"180";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №82";"Восточный административный округ";"район Измайлово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, 4-я Парковая улица, дом 12, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.790965";"37.786249";"894811646";"";"";
